species,Ww_i_g,Wd_i_g,L_i_cm
Dicrurus_paradiseus,73.5819,20.6029,1.2019
Didelphis_aurita,1265.78,379.735,2.3513
Didelphis_marsupialis,1027.04,308.111,3.0492
Didelphis_virginiana,3057.15,917.145,9.5777
Diglossa_brunneiventris,11.9816,3.35486,0.66273
Diglossa_cyanea,16.1793,4.53021,0.61685
Diglossa_mystacalis,16.2113,4.53915,0.78133
Dikerogammarus_villosus,0.121379,0.0206344,0.338243
Dilatata_dilatata,0.542531,0.0813797,0.637346
Dinarolacerta_mosorensis,6.77668,2.03301,1.5741
Dinopium_javanense,71.1427,19.92,2.0728
Diomedea_epomophora,14210.2,3978.84,7.4182
Diomedea_exulans,14288.3,4000.73,7.5084
Dionda_argentosa,6.39647,1.27929,1.65854
Dionda_diaboli,2.1587,0.431741,1.11677
Diphylla_ecaudata,33.5486,10.0646,1.1976
Diphyllodes_magnificus,85.5527,23.9548,1.2869
Diplectrum_formosum,369.597,73.9193,5.80723
Diplectrum_macropoma,173.323,34.6646,4.31132
Diplectrum_pacificum,538.497,107.699,6.95405
Diplodon_chilensis,12.4225,1.11803,1.48794
Diplodus_annularis,325.618,65.1236,6.4786
Diplodus_bellottii,465.515,93.1029,7.43864
Diplodus_cadenati,1590.46,318.092,9.50406
Diplodus_capensis,1874.32,374.865,9.61772
Diplodus_cervinus,2746.74,549.348,11.2285
Diplodus_holbrookii,1413.94,282.788,10.5631
Diplodus_hottentotus,3576.14,715.228,12.0771
Diplodus_puntazzo,2356.48,471.295,12.935
Diplodus_sargus,1885.48,377.096,10.9834
Diplodus_vulgaris,1483.38,296.675,10.2592
Diplomesodon_pulchellum,9.15889,2.74767,1.2398
Diplosoma_listerianum,0.000396961,2.38177e-5,0.066514
Dipodillus_campestris,42.1122,12.6336,1.3725
Dipodillus_dasyurus,27.6095,8.28286,1.3479
Dipodomys_agilis,76.394,22.9182,1.0422
Dipodomys_deserti,119.811,35.9433,1.8028
Dipodomys_heermanni,68.5303,20.5591,1.6748
Dipodomys_merriami,44.5315,13.3594,1.4579
Dipodomys_microps,55.1161,16.5348,1.1046
Dipodomys_nitratoides,34.7061,10.4118,1.3452
Dipodomys_ordii,56.7341,17.0202,1.005
Dipodomys_panamintinus,69.9171,20.9751,1.1864
Dipodomys_spectabilis,143.735,43.1206,1.3902
Dipodomys_stephensi,61.3199,18.396,1.341
Dipsosaurus_dorsalis,84.747,25.4241,4.0287
Dipturus_batis,112867.0,22573.4,27.6459
Dipturus_chinensis,3867.26,773.452,11.14
Dipturus_innominatus,69487.1,13897.4,21.9784
Dipturus_kwangtungensis,3576.14,715.228,10.3851
Dipturus_laevis,18044.7,3608.95,12.2838
Dipturus_oxyrinchus,11321.0,2264.19,14.613
Dipturus_pullopunctatus,69077.6,13815.5,23.7964
Dipturus_trachyderma,113056.0,22611.2,16.6998
Dipus_sagitta,120.521,36.1563,1.5472
Discoglossus_pictus,31.1153,8.71228,2.7528
Discus_perspectivus,0.0475175,0.00712762,0.205461
Discus_rotundatus,0.0346678,0.00520017,0.181328
Discus_ruderatus,0.0402346,0.00603519,0.150173
Disparalona_rostrata,7.07853e-6,1.20335e-6,0.015693
Dissodactylus_primitivus,0.222227,0.0377786,0.580628
Dissostichus_eleginoides,177372.0,35474.3,8.29384
Dissostichus_mawsoni,184326.0,36865.1,17.9564
Distichodus_antonii,2806.89,561.377,12.5873
Distichodus_rostratus,5947.17,1189.43,15.2338
Diuca_diuca,36.7533,10.2909,1.9531
Dobsonia_anderseni,241.262,72.3787,2.4709
Dobsonia_moluccensis,514.603,154.381,2.255
Dobsonia_praedatrix,179.903,53.971,2.6934
Doederleinia_berycoides,1013.29,202.658,5.71197
Dolichonyx_oryzivorus,35.1607,9.84499,2.1004
Dolichotis_patagonum,12787.6,3836.28,6.3741
Dolioletta_gegenbauri,0.00700508,0.000560407,0.10255
Dolloidraco_longedorsalis,14.3809,2.87619,1.67491
Donacobius_atricapilla,36.1098,10.1107,1.7154
Donax_hanleyanus,3.71775,0.334597,1.38923
Donax_trunculus,4.27894,0.385105,1.39862
Donax_vittatus,3.50247,0.315222,1.34707
Doricha_eliza,3.4971,0.979188,0.89531
Dormitator_latifrons,1173.03,234.607,3.3725
Dorosoma_cepedianum,2640.72,528.145,9.09253
Dorosoma_petenense,112.935,22.587,4.56455
Doryfera_ludovicae,5.0329,1.40921,0.58764
Doryteuthis_gahi,1112.17,233.556,7.49188
Doryteuthis_opalescens,43457.5,9126.07,24.6273
Doryteuthis_pealeii,116904.0,24549.9,28.6196
Doryteuthis_pleii,187832.0,39444.8,38.0197
Doryteuthis_sanpaulensis,49705.6,10438.2,33.4111
Dosidicus_gigas,633305.0,132994.0,32.6324
Dosinia_exoleta,29.8946,2.69051,3.02723
Dosinia_japonica,67.1553,6.04397,3.91503
Dreissena_polymorpha,8.35328,0.751795,1.3171
Drepane_punctata,4971.93,994.385,12.7757
Drepanis_coccinea,17.0077,4.76216,0.67582
Drepanoptila_holosericea,217.955,61.0275,2.6735
Drepanorhynchus_reichenowi,13.4081,3.75427,0.65828
Driophlox_fuscicauda,36.2803,10.1585,1.3334
Dromaius_novaehollandiae,53561.8,14997.3,9.8489
Dromas_ardeola,315.01,88.2027,3.8918
Dromiciops_gliroides,24.8987,7.4696,2.2566
Dromococcyx_pavoninus,46.8673,13.1229,1.761
Dromus_dromas,14.8652,1.33787,1.28929
Drymophila_caudata,12.1982,3.41548,1.0162
Dryobates_pubescens,29.9827,8.39515,2.7943
Dryocopus_martius,269.91,75.5748,3.3573
Dryocopus_pileatus,385.48,107.935,3.2995
Dryomys_nitedula,58.4194,17.5258,1.5421
Dryophytes_arenicolor,3.94722,1.10522,1.2733
Dryophytes_chrysoscelis,5.62412,1.57475,1.4012
Dryophytes_cinereus,5.60929,1.5706,1.5731
Dryophytes_eximia,4.95922,1.38858,0.84825
Dryophytes_gratiosa,13.9235,3.89859,2.1819
Dryophytes_squirellus,3.01741,0.844874,1.2845
Dryophytes_versicolor,7.176,2.00928,1.6173
Ducula_pacifica,397.855,111.399,4.9668
Ducula_pinon,728.924,204.099,4.9474
Ducula_pistrinaria,510.735,143.006,4.9225
Ducula_radiata,285.83,80.0323,2.6555
Ducula_rubricera,657.545,184.112,3.6218
Ducula_rufigaster,440.336,123.294,3.8158
Ducula_spilorrhoa,443.056,124.056,4.1865
Ducula_zoeae,552.19,154.613,3.8311
Dugong_dugon,512394.0,153718.0,48.2921
Dules_auriga,15.3544,3.07088,2.10042
Dumetella_carolinensis,44.6997,12.5159,0.85011
Dussumieria_acuta,82.9755,16.5951,2.20174
Dussumieria_hasseltii,78.9359,15.7872,3.88488
Duttaphrynus_melanostictus,134.159,37.5645,4.0298
Dynamene_bidentata,0.00667019,0.00113393,0.15665
Dyscophus_antongilii,207.579,58.1222,4.8914
Dyscophus_guineti,159.184,44.5715,4.5867
Ecdyonurus_dispar,0.0135467,0.00230294,0.13278
Echeneis_naucrates,2313.11,462.622,11.5011
Echiichthys_vipera,176.949,35.3898,4.85877
Echinocardium_cordatum,254.234,22.881,5.82482
Echinops_telfairi,191.028,57.3084,2.7505
Echinosorex_gymnura,1247.72,374.315,2.2279
Echinotriton_andersoni,14.6736,4.1086,1.276
Echinus_esculentus,2329.03,209.613,11.9178
Echymipera_kalubu,874.036,262.211,2.4663
Echymipera_rufescens,1205.58,361.673,3.5132
Echyridella_menziesii,14.2669,1.28402,2.16864
Eclectus_roratus,571.158,159.924,3.1654
Economidichthys_trichonis,0.278132,0.0556265,0.53848
Egernia_cunninghami,527.938,158.381,4.2699
Egernia_striolata,62.9886,18.8966,2.8718
Egretta_caerulea,306.579,85.842,2.5515
Egretta_gularis,481.579,134.842,3.6675
Egretta_thula,376.735,105.486,3.3529
Egretta_tricolor,349.365,97.8223,3.6661
Eidolon_dupreanum,280.832,84.2495,2.7073
Eidolon_helvum,321.474,96.4422,5.5239
Eira_barbara,5057.26,1517.18,10.4717
Eisenia_andrei,0.913898,0.146224,0.52916
Eisenia_fetida,2.13909,0.342255,0.3431
Elaenia_albiceps,15.6306,4.37656,0.78348
Elaenia_gigas,31.2502,8.75006,0.9985
Elaenia_obscura,29.4091,8.23454,1.2076
Elaenia_pallatangae,17.779,4.97811,0.90545
Elagatis_bipinnulata,815.648,163.13,7.44551
Elanus_caeruleus,261.147,73.1212,1.9735
Elaphe_climacophora,1416.25,424.875,8.1827
Elaphurus_davidianus,166041.0,49812.4,36.7461
Elassodiscus_obscurus,581.838,116.368,3.76898
Elassoma_zonatum,1.09029,0.218058,0.905562
Electrona_antarctica,20.2539,4.05079,1.53253
Electrona_carlsbergi,13.2095,2.6419,1.63157
Electrophorus_electricus,20532.0,4106.41,15.7638
Eledone_cirrhosa,1607.9,337.659,5.02155
Eleginops_maclovinus,8406.95,1681.39,16.1668
Eleginus_gracilis,1388.98,277.796,4.09406
Eleothreptus_candicans,47.5006,13.3002,1.6428
Eleotris_oxycephala,240.106,48.0212,5.6563
Elephantulus_brachyrhynchus,48.6861,14.6058,1.3623
Elephantulus_edwardii,51.2698,15.3809,1.6561
Elephantulus_intufi,58.05,17.415,1.3459
Elephantulus_myurus,65.5588,19.6676,1.4471
Elephantulus_rufescens,61.0187,18.3056,3.5829
Elephantulus_rupestris,60.4021,18.1206,1.9388
Elephas_maximus,3.15547e6,946642.0,70.5178
Eleutherodactylus_coqui,21.5107,6.02301,2.586
Eleutheronema_tetradactylum,145708.0,29141.7,24.602
Eligmodontia_puerulus,26.2226,7.86678,1.2255
Eligmodontia_typus,21.4721,6.44163,1.0699
Elimia_proxima,0.491712,0.0737568,0.61057
Eliomys_quercinus,123.211,36.9634,2.3057
Elliptio_arca,44.4002,3.99602,2.75851
Elliptio_complanata,45.5202,4.09681,2.68391
Elopichthys_bambusa,77122.0,15424.4,25.1558
Elops_lacerta,5434.7,1086.94,15.0728
Elops_saurus,5452.56,1090.51,14.3546
Elseya_albagula,5627.7,1688.31,15.5863
Elseya_dentata,5606.98,1682.09,11.2556
Elusor_macrurus,3746.84,1124.05,12.0434
Emberiza_calandra,31.8706,8.92377,1.7576
Emberiza_citrinella,29.9318,8.3809,1.8478
Emberiza_hortulana,25.3,7.084,0.77927
Emberiza_schoeniclus,17.2145,4.82007,0.78088
Emberizoides_ypiranganus,20.2074,5.65808,1.6924
Emmelichthys_nitidus,1046.37,209.273,7.16691
Empetrichthys_latos,17.2023,3.44046,2.29114
Empidonax_difficilis,10.9911,3.07749,2.1593
Empidonax_oberholseri,11.273,3.15643,1.1043
Empidonax_traillii,15.199,4.25571,1.2724
Empidonax_virescens,12.7224,3.56227,1.2771
Emydocephalus_ijimae,558.953,167.686,4.5905
Emydoidea_blandingii,4747.75,1424.33,13.8575
Emydura_macquarii,3920.59,1176.18,13.2002
Emydura_victoriae,1886.31,565.893,6.5941
Emys_orbicularis,3771.98,1131.59,10.8861
Enchelyopus_cimbrius,2020.15,404.03,11.3745
Encrasicholina_devisi,8.00068,1.60014,1.61954
Encrasicholina_heteroloba,14.4183,2.88366,0.868448
Encrasicholina_punctifer,20.3822,4.07644,2.28057
Encrasicholina_purpurea,6.06607,1.21321,0.962148
Engraulicypris_sardella,10.3713,2.07426,1.97487
Engraulis_anchoita,46.6774,9.33549,3.05156
Engraulis_australis,21.3367,4.26735,1.49901
Engraulis_capensis,53.021,10.6042,1.6453
Engraulis_encrasicolus,48.4659,9.69318,3.50614
Engraulis_japonicus,689.47,137.894,7.27705
Engraulis_mordax,111.643,22.3286,1.66104
Engraulis_ringens,50.5999,10.12,2.09042
Engystomops_pustulosus,7.40162,2.07245,1.4946
Enhydra_lutris,28713.6,8614.09,11.0754
Enicognathus_ferrugineus,176.707,49.4779,2.4386
Enneacanthus_chaetodon,40.5526,8.11051,2.66319
Enneacanthus_gloriosus,15.6373,3.12745,1.47276
Enneapterygius_atriceps,0.34736,0.069472,0.62551
Enophrys_diceraus,783.726,156.745,2.55791
Enoploteuthis_leptura,68.9784,14.4855,3.01464
Ensatina_eschscholtzii,10.2325,2.86511,1.9367
Ensis_directus,24.3016,2.18714,2.12767
Ensis_siliqua,109.046,9.81415,3.55559
Entelurus_aequoreus,11.6988,2.33976,2.00798
Enteroctopus_dofleini,4.86377e6,1.02139e6,99.2307
Enteroctopus_megalocyathus,121319.0,25476.9,14.06
Enteromius_liberiensis,23.3749,4.67499,2.55642
Entomobrya_nivalis,0.000193353,3.28701e-5,0.031193
Entomodestes_leucotis,62.5671,17.5188,2.3766
Entosphenus_tridentatus,536.809,67.1011,5.1394
Eolophus_roseicapilla,323.742,90.6477,2.8815
Eonycteris_spelaea,79.9411,23.9823,1.4921
Eopsaltria_australis,17.3735,4.86457,0.75282
Eopsaltria_georgiana,17.6321,4.93699,1.6095
Eopsetta_grigorjewi,3976.3,795.26,8.55908
Eopsetta_jordani,3634.86,726.972,3.43612
Eos_histrio,218.149,61.0818,2.7626
Eothenomys_melanogaster,42.61,12.783,0.94338
Eothenomys_miletus,59.9602,17.9881,1.098
Eothenomys_olitor,33.9145,10.1743,0.93175
Epeorus_assimilis,0.245753,0.041778,6.80194
Epidalea_calamita,41.4051,11.5934,1.9791
Epigonus_crassicaudus,874.789,174.958,7.99652
Epigonus_telescopus,7766.18,1553.24,13.7875
Epimachus_meyeri,181.963,50.9498,1.4015
Epinecrophylla_leucophthalma,9.20763,2.57814,0.58874
Epinephelides_armatus,3052.26,610.452,9.84773
Epinephelus_adscensionis,4374.49,874.898,12.4691
Epinephelus_aeneus,24850.9,4970.17,19.253
Epinephelus_areolatus,2156.68,431.335,11.3484
Epinephelus_bleekeri,10000.9,2000.18,15.7806
Epinephelus_caninus,64060.5,12812.1,24.9132
Epinephelus_coioides,25197.1,5039.43,21.209
Epinephelus_costae,23964.4,4792.89,18.7934
Epinephelus_cyanopodus,26953.7,5390.74,15.3656
Epinephelus_diacanthus,1951.07,390.214,9.84217
Epinephelus_drummondhayi,20229.4,4045.89,18.3545
Epinephelus_fasciatus,1799.7,359.94,9.4544
Epinephelus_fuscoguttatus,38375.6,7675.12,19.1612
Epinephelus_guttatus,21964.3,4392.86,19.0245
Epinephelus_hexagonatus,221.939,44.3878,4.58776
Epinephelus_howlandi,2335.51,467.103,9.11852
Epinephelus_itajara,219913.0,43982.5,43.3225
Epinephelus_labriformis,7045.0,1409.0,15.3354
Epinephelus_maculatus,2555.68,511.136,11.8229
Epinephelus_malabaricus,205868.0,41173.7,37.4413
Epinephelus_marginatus,10673.5,2134.71,20.5234
Epinephelus_merra,672.529,134.506,7.05467
Epinephelus_morio,22952.1,4590.42,21.5102
Epinephelus_morrhua,11006.5,2201.29,14.2176
Epinephelus_multinotatus,27195.4,5439.08,20.234
Epinephelus_ongus,2145.68,429.136,8.85437
Epinephelus_polyphekadion,15536.2,3107.24,20.3364
Epinephelus_quoyanus,1496.79,299.359,9.908
Epinephelus_radiatus,9456.48,1891.3,15.1704
Epinephelus_rivulatus,1290.49,258.099,8.45295
Epinephelus_sexfasciatus,1016.23,203.246,8.85127
Epinephelus_striatus,98690.9,19738.2,26.9778
Epinephelus_summana,2013.51,402.701,8.59557
Epinephelus_tauvina,15674.8,3134.96,16.8457
Epinephelus_tukula,146693.0,29338.6,28.003
Epiplatys_bifasciatus,0.751157,0.150231,0.77868
Epiplatys_spilargyreius,0.766766,0.153353,0.81591
Epixerus_ebii,600.421,180.126,1.4901
Epomophorus_wahlbergi,103.15,30.9451,1.961
Epomops_buettikoferi,129.259,38.7776,2.9135
Eptatretus_stoutii,485.536,82.5412,4.9274
Eptesicus_fuscus,25.779,7.73371,2.5784
Eptesicus_serotinus,26.5514,7.96542,2.1897
Equulites_elongatus,8.05488,1.61098,1.613
Equulites_klunzingeri,35.0403,7.00805,2.89965
Equulites_leuciscus,301.175,60.235,5.38144
Equulites_lineolatus,35.2994,7.05988,2.78082
Equus_africanus_asinus,244967.0,73490.1,19.8869
Equus_ferus_caballus,450428.0,135128.0,21.7282
Equus_hemionus,233914.0,70174.1,14.7204
Equus_quagga,275668.0,82700.4,36.3854
Eremalauda_dunni,20.4257,5.7192,0.86401
Eremias_argus,6.95673,2.08702,1.645
Eremias_multiocellata,27.9685,8.39056,2.3354
Eremias_suphani,6.22764,1.86829,1.493
Eremitalpa_granti,19.6358,5.89074,1.9208
Eremophila_alpestris,33.9814,9.51478,1.9852
Eremophilus_mutisii,179.382,35.8765,4.38146
Eremopterix_nigriceps,12.0025,3.36069,1.1438
Erethizon_dorsatus,8871.8,2661.54,15.9408
Eretmochelys_imbricata,124433.0,37329.8,26.507
Erignathus_barbatus,489217.0,146765.0,27.3951
Erilepis_zonifer,88610.0,17722.0,20.1468
Erimyzon_oblongus,1148.28,229.657,9.30781
Erimyzon_sucetta,709.851,141.97,7.93275
Erinaceus_concolor,700.27,210.081,2.3648
Erinaceus_europaeus,1288.25,386.475,9.3249
Eriphia_verrucosa,288.792,49.0947,5.94314
Erithacus_rubecula,18.1532,5.08288,1.3568
Erophylla_bombifrons,16.1069,4.83206,0.86416
Erpetoichthys_calabaricus,58.9699,11.794,2.982
Erythrocebus_patas,6447.83,1934.35,9.1377
Erythrogenys_hypoleucos,80.3179,22.489,1.2707
Erythrura_trichroa,14.2121,3.97939,0.97504
Eryx_miliaris,186.163,55.8489,3.3442
Eschrichtius_robustus,2.67979e7,8.03938e6,141.434
Escualosa_thoracata,8.61989,1.72398,1.17715
Esox_americanus,314.4,62.88,4.866
Esox_lucius,25660.6,5132.13,14.4335
Esox_masquinongy,39048.4,7809.67,22.5529
Esox_niger,6031.44,1206.29,16.7354
Estrilda_melpoda,6.10153,1.70843,0.69721
Estrilda_troglodytes,5.95687,1.66792,0.69287
Etelis_carbunculus,25853.3,5170.66,18.7522
Etelis_coruscans,22975.5,4595.11,16.09
Etelis_oculatus,12769.2,2553.83,13.6914
Etelis_radiosus,6712.44,1342.49,13.5281
Etheostoma_asprigene,1.69916,0.339832,1.06584
Etheostoma_barbouri,1.86066,0.372133,1.12043
Etheostoma_bellator,4.19323,0.838645,1.49824
Etheostoma_blennioides,30.302,6.0604,2.28571
Etheostoma_caeruleum,3.34827,0.669654,0.766292
Etheostoma_chermocki,2.72396,0.544791,1.2896
Etheostoma_coosae,2.50948,0.501895,1.0746
Etheostoma_cragini,2.66423,0.532846,1.21202
Etheostoma_flabellare,8.21762,1.64352,1.79283
Etheostoma_gracile,1.38348,0.276696,0.868099
Etheostoma_juliae,6.04389,1.20878,1.65054
Etheostoma_kennicotti,3.92751,0.785502,1.39404
Etheostoma_microperca,0.537055,0.107411,0.514637
Etheostoma_nigrum,2.5552,0.511041,1.10053
Etheostoma_olivaceum,3.47991,0.695982,1.30174
Etheostoma_olmstedi,9.54211,1.90842,1.85526
Etheostoma_pallididorsum,1.42099,0.284197,1.0424
Etheostoma_percnurum,1.29755,0.25951,0.828801
Etheostoma_perlongum,5.07625,1.01525,0.935987
Etheostoma_proeliare,0.686145,0.137229,0.740949
Etheostoma_pyrrhogaster,0.489198,0.0978397,0.759477
Etheostoma_radiosum,4.72923,0.945846,0.931832
Etheostoma_raneyi,1.78376,0.356753,1.00947
Etheostoma_sagitta,11.6831,2.33661,1.71836
Etheostoma_scotti,1.05046,0.210092,0.90066
Etheostoma_simoterum,3.0145,0.602899,1.10063
Etheostoma_smithi,1.57095,0.31419,1.04475
Etheostoma_spectabile,2.4764,0.49528,0.791248
Etheostoma_squamiceps,7.71454,1.54291,1.51074
Etheostoma_striatulum,1.14598,0.229195,0.830587
Etheostoma_swaini,3.20882,0.641765,1.31825
Etheostoma_tetrazonum,5.09646,1.01929,1.69175
Etheostoma_trisella,0.956244,0.191249,0.893657
Etheostoma_zonistium,0.493319,0.0986637,0.772239
Ethmalosa_fimbriata,1122.46,224.492,6.43235
Etmopterus_baxteri,2397.64,479.529,9.4621
Etmopterus_perryi,30.1234,6.02469,2.2964
Etmopterus_spinax,873.593,174.719,6.3937
Etropus_crossotus,108.958,21.7917,4.48529
Etrumeus_acuminatus,488.807,97.7615,5.90088
Etrumeus_golanii,65.5537,13.1107,3.60489
Etrumeus_micropus,101.027,20.2053,4.24429
Etrumeus_whiteheadi,99.3653,19.8731,4.07553
Eubalaena_australis,5.346e7,1.6038e7,183.802
Eubalaena_glacialis,2.55143e7,7.65428e6,89.4961
Eubleekeria_splendens,216.896,43.3792,4.99136
Eublepharis_macularius,60.2471,18.0741,1.7757
Eubosmina_coregoni,7.61031e-5,1.29375e-5,0.03329
Eubranchipus_bundyi,0.0129257,0.00219737,0.173558
Eubranchipus_grubii,0.074904,0.0127337,0.168567
Eubranchipus_holmanii,0.0168664,0.00286729,0.180233
Eubranchipus_oregonus,0.201246,0.0342118,0.364611
Eubranchipus_serratus,0.0371194,0.0063103,0.19159
Eubranchipus_vernalis,0.169873,0.0288785,0.332282
Euchiloglanis_kishinouyei,75.2073,15.0415,3.01949
Eucinostomus_argenteus,124.511,24.9023,3.95034
Eucinostomus_gula,59.9252,11.985,3.02076
Eucometis_penicillata,29.5174,8.26488,1.1485
Eudocimus_albus,780.237,218.466,4.1371
Eudocimus_ruber,612.162,171.405,3.8564
Eudorcas_thomsonii,26561.0,7968.31,26.3689
Eudynamys_scolopaceus,192.029,53.7681,1.8882
Eudyptes_chrysocome,3453.89,967.088,4.5716
Eudyptes_chrysolophus,5231.0,1464.68,5.7625
Eudyptes_pachyrhynchus,3977.87,1113.8,6.5842
Eudyptula_minor,1254.74,351.327,4.0731
Eugenes_fulgens,5.33048,1.49253,0.53821
Eugerres_plumieri,1079.09,215.817,9.98576
Euglesa_casertana,0.0126886,0.00114197,0.232567
Eukrohnia_hamata,0.137823,0.00964764,0.443392
Eulacestoma_nigropectus,19.8569,5.55994,0.89763
Eulampis_jugularis,8.20212,2.29659,0.51296
Eulamprus_quoyii,43.4215,13.0265,2.8569
Eulemur_flavifrons,1917.76,575.328,7.6465
Eulemur_fulvus,2606.85,782.056,4.8881
Eulemur_mongoz,2543.04,762.913,3.3239
Eulimnadia_braueriana,0.0471132,0.00800924,0.14571
Eulimnadia_diversa,0.0464371,0.00789431,0.15395
Eulimnadia_texana,0.0456888,0.0077671,0.25428
Eumegistus_illustris,1003.76,200.751,7.70344
Eumetopias_jubatus,320588.0,96176.4,30.7356
Eumicrotremus_derjugini,32.5002,6.50003,1.96328
Eumicrotremus_spinosus,61.753,12.3506,3.58773
Eumops_perotis,65.3187,19.5956,1.5799
Eunectes_murinus,254250.0,76274.9,30.8239
Eunectes_notaeus,23887.8,7166.33,16.9136
Euneomys_chinchilloides,64.9831,19.4949,1.5078
Eunymphicus_cornutus,118.389,33.1489,2.7362
Euodice_malabarica,11.7196,3.28148,0.82749
Euoticus_elegantulus,314.546,94.3637,2.3883
Euphagus_cyanocephalus,64.8971,18.1712,2.2727
Euphausia_pacifica,0.139664,0.0237429,0.34142
Euphausia_superba,3.103,0.527511,0.9966
Euphlyctis_cyanophlyctis,30.877,8.64557,2.2605
Euphlyctis_hexadactylus,305.712,85.5993,4.7914
Euphonia_hirundinacea,15.1678,4.24698,1.3999
Euphonia_laniirostris,16.3919,4.58972,0.72382
Euphonia_xanthogaster,12.9919,3.63773,0.8517
Euphractus_sexcinctus,8370.69,2511.21,15.7206
Eupleurogrammus_glossodon,1193.43,238.686,9.89655
Euproctus_platycephalus,2.0918,0.585704,0.91282
Euprymna_hyllebergi,4814.95,1011.14,10.0077
Euptilotis_neoxenus,135.379,37.9061,2.0625
Eurillas_curvirostris,25.1497,7.04191,1.1148
Eurillas_latirostris,25.2313,7.06476,1.0549
Eurillas_virens,26.1725,7.32831,1.1109
Eurostopodus_argus,91.4163,25.5966,2.2172
Eurostopodus_mystacalis,160.322,44.89,3.714
Euryalona_orientalis,4.7265e-5,8.03504e-6,0.031937
Eurycea_bislineata,2.12702,0.595564,1.0339
Eurycea_longicauda,4.28957,1.20108,1.2479
Eurycea_lucifuga,4.1007,1.1482,0.59945
Eurycea_multiplicata,1.99455,0.558474,0.88273
Eurycea_quadridigitata,2.64242,0.739878,0.97348
Eurycea_tonkawae,3.50141,0.980396,0.87437
Eurycercus_lamellatus,0.00520082,0.00088414,0.1255
Eurycercus_vernalis,0.00121817,0.000207088,0.068347
Euryceros_prevostii,86.4424,24.2039,2.5013
Eurystomus_orientalis,147.364,41.2619,2.7563
Eurytemora_affinis,3.24892e-5,5.52316e-6,0.0300438
Euschistus_heros,0.0465641,0.00791589,0.192115
Eusphyra_blochii,118341.0,23668.2,24.7222
Euspira_nitida,1.40287,0.210431,0.830308
Euthynnus_affinis,12269.0,2453.81,16.7518
Euthynnus_alletteratus,24279.1,4855.82,17.5055
Eutoxeres_condamini,9.76836,2.73514,0.64069
Eutrigla_gurnardus,1346.82,269.364,10.7075
Eutropiichthys_vacha,328.652,65.7305,5.56576
Evermannella_melanoderma,0.844572,0.168914,0.890118
Eviota_melasma,0.215065,0.0430131,0.42606
Eviota_queenslandica,0.193522,0.0387043,0.38338
Eviota_sigillata,0.210565,0.042113,0.46094
Evynnis_cardinalis,1238.23,247.647,7.52209
Evynnis_ehrenbergii,1225.25,245.05,8.42607
Evynnis_tumifrons,902.66,180.532,8.09255
Excirolana_armata,0.472028,0.0802447,0.55757
Excirolana_braziliensis,0.0327885,0.00557405,0.31109
Exoglossum_maxillingua,49.3045,9.86089,2.83349
Extatosoma_tiaratum,8.88222,1.50998,1.86612
Falcipennis_canadensis,458.833,128.473,2.5844
Falco_berigora,681.227,190.744,3.9912
Falco_biarmicus,725.706,203.198,4.226
Falco_chicquera,267.077,74.7816,2.9599
Falco_columbarius,213.323,59.7305,2.5402
Falco_eleonorae,387.037,108.37,4.067
Falco_mexicanus,950.777,266.217,3.5715
Falco_naumanni,170.207,47.658,2.6055
Falco_peregrinus,878.852,246.079,4.2329
Falco_sparverius,150.128,42.0357,2.193
Falco_subbuteo,215.112,60.2313,2.0411
Falco_tinnunculus,186.557,52.2359,2.4929
Faustina_faustina,1.01324,0.151985,0.882415
Favonigobius_reichei,0.513085,0.102617,0.64778
Fejervarya_limnocharis,5.8537,1.63903,1.6241
Fejervarya_multistriata,6.20872,1.73844,1.6611
Felis_catus,3481.48,1044.44,8.8041
